benchmark,valid,warmup,elapsed_ms,socket,heap_size,gc,cpu_freq_mhz,dram_j,cpu_j,package_j
h2o,true,true,2688,0,210m,serial,800MHz,1.320434000,2.238648000,6.015076000
h2o,true,false,2833,0,210m,serial,800MHz,1.229492000,2.333802000,6.185303000
h2o,true,true,16456,0,210m,serial,800MHz,6.498413000,13.488891000,35.614929000
h2o,true,true,5727,0,210m,serial,800MHz,2.204224000,4.765076000,12.377746000
h2o,true,true,4284,0,210m,serial,800MHz,1.671753000,3.521668000,9.223511000
h2o,true,true,3913,0,210m,serial,800MHz,1.876160000,3.343628000,8.786621000
h2o,true,true,4682,0,210m,serial,800MHz,1.886657000,3.877930000,10.182434000
h2o,true,true,3798,0,210m,serial,800MHz,1.895141000,3.177124000,8.566345000
h2o,true,true,3884,0,210m,serial,800MHz,1.623596000,3.235656000,8.474304000
h2o,true,true,3884,0,210m,serial,800MHz,1.757202000,3.237488000,8.581360000
h2o,true,false,3937,0,210m,serial,800MHz,1.674073000,3.252014000,8.586547000
h2o,true,true,15689,0,210m,serial,800MHz,6.215942000,12.875854000,33.956360000
h2o,true,true,4926,0,210m,serial,800MHz,2.026978000,4.163147000,10.810547000
h2o,true,true,3311,0,210m,serial,800MHz,1.355774000,2.765136000,7.185608000
h2o,true,true,2987,0,210m,serial,800MHz,1.205811000,2.509339000,6.505737000
h2o,true,true,2826,0,210m,serial,800MHz,1.164062000,2.324096000,6.124268000
h2o,true,true,2591,0,210m,serial,800MHz,1.176880000,2.109314000,5.649780000
h2o,true,true,2704,0,210m,serial,800MHz,1.191956000,2.286499000,5.958374000
h2o,true,true,2844,0,210m,serial,800MHz,1.336121000,2.333557000,6.250122000
h2o,true,true,2760,0,210m,serial,800MHz,1.240967000,2.277527000,6.054138000
h2o,true,false,2892,0,210m,serial,800MHz,1.352173000,2.399719000,6.418518000
h2o,true,true,13849,0,210m,serial,800MHz,5.512329000,11.406433000,29.934266000
h2o,true,true,5472,0,210m,serial,800MHz,2.174988000,4.562927000,11.863037000
h2o,true,true,3532,0,210m,serial,800MHz,1.427979000,2.913513000,7.642334000
h2o,true,true,3050,0,210m,serial,800MHz,1.233948000,2.514588000,6.619690000
h2o,true,true,2816,0,210m,serial,800MHz,1.210815000,2.380493000,6.214050000
h2o,true,true,2732,0,210m,serial,800MHz,1.324585000,2.232849000,6.065368000
h2o,true,true,2689,0,210m,serial,800MHz,1.247253000,2.192932000,5.901672000
h2o,true,false,2828,0,210m,serial,800MHz,1.407227000,2.373047000,6.347412000
h2o,true,true,14009,0,210m,serial,800MHz,5.584046000,11.559937000,30.231690000
h2o,true,true,4823,0,210m,serial,800MHz,1.891358000,3.945618000,10.374206000
h2o,true,true,3724,0,210m,serial,800MHz,1.524902000,3.116944000,8.133240000
h2o,true,true,3575,0,210m,serial,800MHz,1.486694000,2.937866000,7.762085000
h2o,true,true,3183,0,210m,serial,800MHz,1.301453000,2.606079000,6.864746000
h2o,true,true,3228,0,210m,serial,800MHz,1.550598000,2.619384000,7.113037000
h2o,true,true,2727,0,210m,serial,800MHz,1.171387000,2.243713000,5.925842000
h2o,true,true,2658,0,210m,serial,800MHz,1.164246000,2.250976000,5.861939000
h2o,true,true,2773,0,210m,serial,800MHz,1.351685000,2.255737000,6.130065000
h2o,true,false,2760,0,210m,serial,800MHz,1.289002000,2.287415000,6.109192000
h2o,true,true,10354,0,210m,serial,1.2GHz,4.436462000,12.433960000,26.369263000
h2o,true,true,3762,0,210m,serial,1.2GHz,1.598450000,4.564881000,9.660401000
h2o,true,true,3373,0,210m,serial,1.2GHz,1.483643000,4.055481000,8.696777000
h2o,true,true,3186,0,210m,serial,1.2GHz,1.523560000,3.783569000,8.212158000
h2o,true,true,3101,0,210m,serial,1.2GHz,1.647705000,3.750733000,8.195496000
h2o,true,true,3052,0,210m,serial,1.2GHz,1.575806000,3.629029000,7.955383000
h2o,true,false,3212,0,210m,serial,1.2GHz,1.771179000,3.809875000,8.444580000
h2o,true,true,10642,0,210m,serial,1.2GHz,4.656311000,12.754517000,27.139282000
h2o,true,true,2639,0,210m,serial,1.2GHz,1.200135000,3.145264000,6.751770000
h2o,true,true,2260,0,210m,serial,1.2GHz,1.070984000,2.740844000,5.838562000
h2o,true,true,1935,0,210m,serial,1.2GHz,0.923706000,2.293030000,4.958496000
h2o,true,true,1822,0,210m,serial,1.2GHz,0.976258000,2.142273000,4.723877000
h2o,true,true,1866,0,210m,serial,1.2GHz,1.045960000,2.196473000,4.885925000
h2o,true,false,1896,0,210m,serial,1.2GHz,1.125916000,2.332947000,5.124817000
h2o,true,true,10813,0,210m,serial,1.2GHz,4.877381000,13.028687000,27.924866000
h2o,true,true,2678,0,210m,serial,1.2GHz,1.311401000,3.376831000,7.094849000
h2o,true,true,2223,0,210m,serial,1.2GHz,1.062622000,2.674927000,5.757691000
h2o,true,true,1789,0,210m,serial,1.2GHz,0.884522000,2.138306000,4.622986000
h2o,true,true,1769,0,210m,serial,1.2GHz,1.047607000,2.097778000,4.684265000
h2o,true,true,1702,0,210m,serial,1.2GHz,0.846436000,2.088074000,4.454223000
h2o,true,false,1751,0,210m,serial,1.2GHz,1.050903000,2.106568000,4.689942000
h2o,true,true,11441,0,210m,serial,1.2GHz,5.041870000,13.616272000,29.150452000
h2o,true,true,3146,0,210m,serial,1.2GHz,1.398254000,3.758545000,8.030517000
h2o,true,true,3355,0,210m,serial,1.2GHz,1.464660000,4.076172000,8.645386000
h2o,true,true,2532,0,210m,serial,1.2GHz,1.150390000,3.020142000,6.483154000
h2o,true,true,2438,0,210m,serial,1.2GHz,1.401367000,2.962158000,6.492676000
h2o,true,true,2512,0,210m,serial,1.2GHz,1.205505000,3.017579000,6.510742000
h2o,true,false,2450,0,210m,serial,1.2GHz,1.326904000,2.991211000,6.516113000
h2o,true,true,10011,0,210m,serial,1.2GHz,4.426697000,11.893494000,25.463867000
h2o,true,true,3039,0,210m,serial,1.2GHz,1.435303000,3.719482000,7.934997000
h2o,true,true,2409,0,210m,serial,1.2GHz,1.120361000,2.877381000,6.175049000
h2o,true,true,1972,0,210m,serial,1.2GHz,0.948059000,2.404969000,5.113098000
h2o,true,true,1812,0,210m,serial,1.2GHz,0.850036000,2.210388000,4.699463000
h2o,true,true,1700,0,210m,serial,1.2GHz,0.967285000,1.993225000,4.447326000
h2o,true,true,1770,0,210m,serial,1.2GHz,0.939942000,2.081116000,4.585755000
h2o,true,false,1729,0,210m,serial,1.2GHz,0.859986000,2.050476000,4.454651000
h2o,true,true,10335,0,210m,serial,1.2GHz,4.523865000,12.300659000,26.277710000
h2o,true,true,2679,0,210m,serial,1.2GHz,1.205566000,3.188538000,6.824524000
h2o,true,true,2222,0,210m,serial,1.2GHz,1.018677000,2.714172000,5.745300000
h2o,true,true,3033,0,210m,serial,1.2GHz,1.682679000,3.578918000,7.968933000
h2o,true,true,2080,0,210m,serial,1.2GHz,1.052613000,2.561463000,5.459168000
h2o,true,true,1825,0,210m,serial,1.2GHz,1.054810000,2.143860000,4.793823000
h2o,true,true,1884,0,210m,serial,1.2GHz,1.048462000,2.312500000,5.030396000
h2o,true,true,1918,0,210m,serial,1.2GHz,1.005859000,2.306214000,5.043151000
h2o,true,false,1867,0,210m,serial,1.2GHz,1.122924000,2.236999000,5.004944000
h2o,true,true,10034,0,210m,serial,1.2GHz,4.474671000,12.046814000,25.843506000
h2o,true,true,2809,0,210m,serial,1.2GHz,1.282593000,3.372558000,7.217956000
h2o,true,true,2333,0,210m,serial,1.2GHz,1.095947000,2.794250000,5.999573000
h2o,true,true,2013,0,210m,serial,1.2GHz,0.929870000,2.463256000,5.222107000
h2o,true,true,1828,0,210m,serial,1.2GHz,0.847290000,2.173645000,4.684936000
h2o,true,true,1815,0,210m,serial,1.2GHz,0.944153000,2.146789000,4.713257000
h2o,true,true,1907,0,210m,serial,1.2GHz,1.036438000,2.294128000,5.006653000
h2o,true,false,1781,0,210m,serial,1.2GHz,0.930847000,2.215026000,4.720032000
h2o,true,true,10441,0,210m,serial,1.2GHz,4.608398000,12.456726000,26.600463000
h2o,true,true,2808,0,210m,serial,1.2GHz,1.256043000,3.532776000,7.345215000
h2o,true,true,2263,0,210m,serial,1.2GHz,1.074463000,2.705139000,5.820190000
h2o,true,true,1999,0,210m,serial,1.2GHz,0.939026000,2.415039000,5.174988000
h2o,true,true,2383,0,210m,serial,1.2GHz,1.096070000,2.844300000,6.112365000
h2o,true,true,1830,0,210m,serial,1.2GHz,1.098633000,2.237061000,4.923157000
h2o,true,true,1929,0,210m,serial,1.2GHz,0.970642000,2.310119000,5.017151000
h2o,true,true,1809,0,210m,serial,1.2GHz,1.061585000,2.146179000,4.794251000
h2o,true,false,1879,0,210m,serial,1.2GHz,0.963379000,2.234497000,4.884338000
h2o,true,true,10191,0,210m,serial,1.2GHz,4.681885000,12.164673000,26.124268000
h2o,true,true,2848,0,210m,serial,1.2GHz,1.355835000,3.532349000,7.434753000
h2o,true,true,2343,0,210m,serial,1.2GHz,1.098572000,2.787049000,6.007996000
h2o,true,true,1987,0,210m,serial,1.2GHz,0.922974000,2.359192000,5.085938000
h2o,true,true,2396,0,210m,serial,1.2GHz,1.174500000,2.857605000,6.208496000
h2o,true,true,1940,0,210m,serial,1.2GHz,1.111328000,2.335022000,5.148804000
h2o,true,true,1912,0,210m,serial,1.2GHz,0.985046000,2.286560000,4.985168000
h2o,true,true,1812,0,210m,serial,1.2GHz,0.973816000,2.153625000,4.736022000
h2o,true,false,1713,0,210m,serial,1.2GHz,1.051453000,2.052856000,4.604858000
h2o,true,true,9427,0,210m,serial,1.2GHz,4.272217000,11.275146000,24.218872000
h2o,true,true,3070,0,210m,serial,1.2GHz,1.403320000,3.684937000,7.878906000
h2o,true,true,2304,0,210m,serial,1.2GHz,1.114135000,2.837708000,6.020386000
h2o,true,true,2068,0,210m,serial,1.2GHz,0.971740000,2.484924000,5.349304000
h2o,true,true,1829,0,210m,serial,1.2GHz,0.860718000,2.181519000,4.707275000
h2o,true,true,1726,0,210m,serial,1.2GHz,1.031738000,2.079163000,4.606873000
h2o,true,true,1772,0,210m,serial,1.2GHz,0.945801000,2.166626000,4.679871000
h2o,true,false,2331,0,210m,serial,1.2GHz,1.323547000,2.775635000,6.170105000
h2o,true,true,8069,0,210m,serial,1.6GHz,4.158691000,12.864197000,24.256348000
h2o,true,true,2177,0,210m,serial,1.6GHz,1.073670000,3.483886000,6.502258000
h2o,true,true,2272,0,210m,serial,1.6GHz,1.181518000,3.590149000,6.805237000
h2o,true,true,1812,0,210m,serial,1.6GHz,0.935730000,2.873901000,5.420288000
h2o,true,true,1516,0,210m,serial,1.6GHz,0.818909000,2.404480000,4.565918000
h2o,true,true,1401,0,210m,serial,1.6GHz,0.929993000,2.201965000,4.322205000
h2o,true,true,1469,0,210m,serial,1.6GHz,0.829284000,2.348327000,4.476623000
h2o,true,true,1340,0,210m,serial,1.6GHz,0.831420000,2.197022000,4.186706000
h2o,true,true,1349,0,210m,serial,1.6GHz,0.951599000,2.251892000,4.321472000
h2o,true,true,1373,0,210m,serial,1.6GHz,0.777771000,2.214416000,4.210754000
h2o,true,false,1372,0,210m,serial,1.6GHz,0.918518000,2.151428000,4.233094000
h2o,true,true,7509,0,210m,serial,1.6GHz,3.752685000,11.901794000,22.380371000
h2o,true,true,2115,0,210m,serial,1.6GHz,1.070434000,3.356201000,6.321900000
h2o,true,true,1871,0,210m,serial,1.6GHz,0.932922000,2.960083000,5.563355000
h2o,true,true,1919,0,210m,serial,1.6GHz,1.027466000,3.107727000,5.840454000
h2o,true,true,1534,0,210m,serial,1.6GHz,1.017151000,2.389038000,4.709717000
h2o,true,true,1410,0,210m,serial,1.6GHz,0.792175000,2.242309000,4.280701000
h2o,true,true,1447,0,210m,serial,1.6GHz,1.006958000,2.295288000,4.536560000
h2o,true,true,1313,0,210m,serial,1.6GHz,0.763916000,2.103882000,4.027039000
h2o,true,true,1355,0,210m,serial,1.6GHz,0.932007000,2.174316000,4.249329000
h2o,true,true,1391,0,210m,serial,1.6GHz,0.854919000,2.222046000,4.314148000
h2o,true,false,1424,0,210m,serial,1.6GHz,1.055481000,2.309204000,4.543640000
h2o,true,true,7396,0,210m,serial,1.6GHz,3.718689000,11.758239000,22.112427000
h2o,true,true,2090,0,210m,serial,1.6GHz,1.062744000,3.322693000,6.254090000
h2o,true,true,1657,0,210m,serial,1.6GHz,0.893615000,2.625306000,4.971496000
h2o,true,true,1532,0,210m,serial,1.6GHz,0.834229000,2.510254000,4.710877000
h2o,true,true,1399,0,210m,serial,1.6GHz,0.934448000,2.195862000,4.332642000
h2o,true,true,1377,0,210m,serial,1.6GHz,0.822449000,2.195556000,4.226074000
h2o,true,true,1416,0,210m,serial,1.6GHz,0.890503000,2.248291000,4.367493000
h2o,true,false,1332,0,210m,serial,1.6GHz,0.769165000,2.107544000,4.045837000
h2o,true,true,7648,0,210m,serial,1.6GHz,3.889770000,12.053284000,22.824157000
h2o,true,true,2402,0,210m,serial,1.6GHz,1.271118000,3.924378000,7.362915000
h2o,true,true,1758,0,210m,serial,1.6GHz,0.969482000,2.801941000,5.337585000
h2o,true,true,1496,0,210m,serial,1.6GHz,0.985656000,2.348267000,4.605468000
h2o,true,true,1403,0,210m,serial,1.6GHz,0.777893000,2.218262000,4.237731000
h2o,true,true,1365,0,210m,serial,1.6GHz,0.794128000,2.151062000,4.135986000
h2o,true,true,1424,0,210m,serial,1.6GHz,0.912780000,2.324829000,4.465576000
h2o,true,false,1438,0,210m,serial,1.6GHz,1.019287000,2.227906000,4.452271000
h2o,true,true,7868,0,210m,serial,1.6GHz,3.999816000,12.531983000,23.628418000
h2o,true,true,2023,0,210m,serial,1.6GHz,1.025147000,3.224487000,6.057373000
h2o,true,true,1736,0,210m,serial,1.6GHz,0.914856000,2.762268000,5.217102000
h2o,true,true,1500,0,210m,serial,1.6GHz,0.808594000,2.386230000,4.527099000
h2o,true,true,1390,0,210m,serial,1.6GHz,0.909545000,2.235840000,4.331360000
h2o,true,true,1456,0,210m,serial,1.6GHz,0.866577000,2.298278000,4.425171000
h2o,true,true,1473,0,210m,serial,1.6GHz,0.984191000,2.322510000,4.552734000
h2o,true,false,1495,0,210m,serial,1.6GHz,0.864869000,2.372436000,4.543396000
h2o,true,true,6921,0,210m,serial,1.6GHz,3.521179000,10.950562000,20.689148000
h2o,true,true,2367,0,210m,serial,1.6GHz,1.242858000,3.767090000,7.128296000
h2o,true,true,2111,0,210m,serial,1.6GHz,1.113342000,3.404541000,6.388489000
h2o,true,true,1568,0,210m,serial,1.6GHz,0.823791000,2.475891000,4.688538000
h2o,true,true,1405,0,210m,serial,1.6GHz,0.748535000,2.221191000,4.229004000
h2o,true,true,1389,0,210m,serial,1.6GHz,0.891601000,2.169251000,4.247375000
h2o,true,true,1450,0,210m,serial,1.6GHz,0.920288000,2.282715000,4.453309000
h2o,true,false,1452,0,210m,serial,1.6GHz,0.898071000,2.343262000,4.488708000
h2o,true,true,8655,0,210m,serial,1.6GHz,4.180481000,13.773864000,25.792115000
h2o,true,true,2391,0,210m,serial,1.6GHz,1.185791000,3.814881000,7.153259000
h2o,true,true,2015,0,210m,serial,1.6GHz,0.970826000,3.208618000,6.005859000
h2o,true,true,1822,0,210m,serial,1.6GHz,0.920715000,2.896240000,5.449035000
h2o,true,true,1827,0,210m,serial,1.6GHz,1.156373000,2.871826000,5.606995000
h2o,true,true,1774,0,210m,serial,1.6GHz,1.121154000,2.811096000,5.469238000
h2o,true,false,2275,0,210m,serial,1.6GHz,1.228394000,3.656495000,6.924622000
h2o,true,true,7741,0,210m,serial,1.6GHz,3.905823000,12.277954000,23.109253000
h2o,true,true,2784,0,210m,serial,1.6GHz,1.389831000,4.492370000,8.380616000
h2o,true,true,2108,0,210m,serial,1.6GHz,1.064819000,3.354492000,6.317017000
h2o,true,true,1816,0,210m,serial,1.6GHz,0.990235000,2.886902000,5.496826000
h2o,true,true,1716,0,210m,serial,1.6GHz,1.089416000,2.677185000,5.247254000
h2o,true,true,1780,0,210m,serial,1.6GHz,1.181153000,2.837280000,5.531617000
h2o,true,false,2650,0,210m,serial,1.6GHz,1.556274000,4.245605000,8.167236000
h2o,true,true,7747,0,210m,serial,1.6GHz,3.841370000,12.239380000,23.017578000
h2o,true,true,2132,0,210m,serial,1.6GHz,1.080384000,3.379516000,6.356812000
h2o,true,true,1746,0,210m,serial,1.6GHz,0.963745000,2.776611000,5.290771000
h2o,true,true,1576,0,210m,serial,1.6GHz,0.804382000,2.539856000,4.743103000
h2o,true,true,1403,0,210m,serial,1.6GHz,0.766968000,2.227173000,4.244445000
h2o,true,true,1405,0,210m,serial,1.6GHz,0.936523000,2.205811000,4.356384000
h2o,true,true,1422,0,210m,serial,1.6GHz,0.850342000,2.252563000,4.344604000
h2o,true,false,1303,0,210m,serial,1.6GHz,0.945190000,2.019470000,4.033447000
h2o,true,true,8019,0,210m,serial,1.6GHz,4.026001000,12.679932000,23.881287000
h2o,true,true,2608,0,210m,serial,1.6GHz,1.329895000,4.224426000,7.902161000
h2o,true,true,2122,0,210m,serial,1.6GHz,1.064392000,3.392517000,6.372803000
h2o,true,true,1832,0,210m,serial,1.6GHz,0.924560000,2.922546000,5.499512000
h2o,true,true,1706,0,210m,serial,1.6GHz,1.079895000,2.665771000,5.214050000
h2o,true,true,1798,0,210m,serial,1.6GHz,1.012085000,2.878174000,5.468750000
h2o,true,false,1821,0,210m,serial,1.6GHz,1.020325000,2.894409000,5.530823000
h2o,true,true,6059,0,210m,serial,2.0GHz,3.361999000,14.234559000,22.937561000
h2o,true,true,1690,0,210m,serial,2.0GHz,0.986939000,4.077209000,6.540466000
h2o,true,true,1425,0,210m,serial,2.0GHz,0.865540000,3.350891000,5.484741000
h2o,true,true,1535,0,210m,serial,2.0GHz,0.918212000,3.648377000,5.908326000
h2o,true,true,1175,0,210m,serial,2.0GHz,0.859192000,2.735413000,4.563721000
h2o,true,true,1166,0,210m,serial,2.0GHz,0.721497000,2.759888000,4.504333000
h2o,true,true,1195,0,210m,serial,2.0GHz,0.894287000,2.784668000,4.658447000
h2o,true,false,1086,0,210m,serial,2.0GHz,0.713379000,2.646362000,4.291077000
h2o,true,true,6381,0,210m,serial,2.0GHz,3.528869000,15.090271000,24.229797000
h2o,true,true,2000,0,210m,serial,2.0GHz,1.064697000,4.739318000,7.575135000
h2o,true,true,1986,0,210m,serial,2.0GHz,1.080811000,4.726319000,7.602539000
h2o,true,true,2221,0,210m,serial,2.0GHz,1.391968000,5.245483000,8.585937000
h2o,true,true,1592,0,210m,serial,2.0GHz,1.129578000,3.712280000,6.168274000
h2o,true,true,1528,0,210m,serial,2.0GHz,0.880737000,3.627258000,5.870240000
h2o,true,true,1532,0,210m,serial,2.0GHz,1.063049000,3.662110000,6.011475000
h2o,true,false,1592,0,210m,serial,2.0GHz,1.112488000,3.707275000,6.152039000
h2o,true,true,6572,0,210m,serial,2.0GHz,3.584778000,15.450196000,24.872315000
h2o,true,true,1717,0,210m,serial,2.0GHz,1.001037000,4.129944000,6.650513000
h2o,true,true,1314,0,210m,serial,2.0GHz,0.818970000,3.103637000,5.072815000
h2o,true,true,1174,0,210m,serial,2.0GHz,0.782410000,2.794311000,4.601135000
h2o,true,true,1165,0,210m,serial,2.0GHz,0.849182000,2.686035000,4.491272000
h2o,true,true,1179,0,210m,serial,2.0GHz,0.864136000,2.750366000,4.589355000
h2o,true,false,1202,0,210m,serial,2.0GHz,0.811524000,2.823791000,4.659790000
h2o,true,true,6284,0,210m,serial,2.0GHz,3.421204000,14.798401000,23.771546000
h2o,true,true,1747,0,210m,serial,2.0GHz,0.989990000,4.110596000,6.610962000
h2o,true,true,1409,0,210m,serial,2.0GHz,1.015015000,3.271362000,5.459473000
h2o,true,true,1288,0,210m,serial,2.0GHz,0.776062000,3.131225000,5.035339000
h2o,true,true,1573,0,210m,serial,2.0GHz,0.917786000,3.712524000,6.019715000
h2o,true,true,1187,0,210m,serial,2.0GHz,0.811951000,2.760498000,4.583252000
h2o,true,true,1163,0,210m,serial,2.0GHz,0.744812000,2.740722000,4.498169000
h2o,true,true,1087,0,210m,serial,2.0GHz,0.699462000,2.546204000,4.188294000
h2o,true,true,1085,0,210m,serial,2.0GHz,0.847961000,2.485046000,4.200439000
h2o,true,true,1115,0,210m,serial,2.0GHz,0.789185000,2.584290000,4.307739000
h2o,true,false,1172,0,210m,serial,2.0GHz,0.817932000,2.737609000,4.553406000
h2o,true,true,5601,0,210m,serial,2.0GHz,3.150330000,13.099426000,21.186218000
h2o,true,true,2223,0,210m,serial,2.0GHz,1.277893000,5.281128000,8.505188000
h2o,true,true,1460,0,210m,serial,2.0GHz,0.853394000,3.453370000,5.598328000
h2o,true,true,1374,0,210m,serial,2.0GHz,0.837463000,3.259705000,5.313965000
h2o,true,true,1166,0,210m,serial,2.0GHz,0.839478000,2.687622000,4.497071000
h2o,true,true,1177,0,210m,serial,2.0GHz,0.771423000,2.755615000,4.536438000
h2o,true,true,1597,0,210m,serial,2.0GHz,1.068726000,3.754517000,6.191712000
h2o,true,true,1262,0,210m,serial,2.0GHz,0.789490000,2.982666000,4.875672000
h2o,true,true,1103,0,210m,serial,2.0GHz,0.806397000,2.534058000,4.247742000
h2o,true,true,1160,0,210m,serial,2.0GHz,0.816772000,2.708069000,4.507385000
h2o,true,true,1168,0,210m,serial,2.0GHz,0.852539000,2.739746000,4.561523000
h2o,true,false,1222,0,210m,serial,2.0GHz,0.912171000,2.916016000,4.825928000
h2o,true,true,6173,0,210m,serial,2.0GHz,3.482727000,14.545593000,23.502685000
h2o,true,true,1628,0,210m,serial,2.0GHz,0.914551000,3.826416000,6.167053000
h2o,true,true,1304,0,210m,serial,2.0GHz,0.795105000,3.043579000,4.968262000
h2o,true,true,1196,0,210m,serial,2.0GHz,0.738465000,2.798340000,4.588684000
h2o,true,true,1148,0,210m,serial,2.0GHz,0.846924000,2.625427000,4.414367000
h2o,true,true,1199,0,210m,serial,2.0GHz,0.758423000,2.783569000,4.584900000
h2o,true,false,1291,0,210m,serial,2.0GHz,0.831116000,3.030945000,4.990418000
h2o,true,true,6014,0,210m,serial,2.0GHz,3.548706000,14.184997000,23.001343000
h2o,true,true,1687,0,210m,serial,2.0GHz,0.985229000,4.085937000,6.554443000
h2o,true,true,1666,0,210m,serial,2.0GHz,1.055420000,4.007324000,6.508179000
h2o,true,true,1297,0,210m,serial,2.0GHz,0.769897000,3.054626000,4.974732000
h2o,true,true,1162,0,210m,serial,2.0GHz,0.817199000,2.698670000,4.493042000
h2o,true,true,1189,0,210m,serial,2.0GHz,0.794983000,2.782898000,4.597046000
h2o,true,true,1078,0,210m,serial,2.0GHz,0.796021000,2.511719000,4.191955000
h2o,true,true,1105,0,210m,serial,2.0GHz,0.706665000,2.671752000,4.331299000
h2o,true,true,1101,0,210m,serial,2.0GHz,0.861450000,2.512207000,4.254395000
h2o,true,false,1162,0,210m,serial,2.0GHz,0.835938000,2.700623000,4.515137000
h2o,true,true,5545,0,210m,serial,2.0GHz,3.104126000,12.954529000,20.943115000
h2o,true,true,1941,0,210m,serial,2.0GHz,1.135864000,4.659057000,7.507569000
h2o,true,true,1443,0,210m,serial,2.0GHz,0.879639000,3.346557000,5.518005000
h2o,true,true,1176,0,210m,serial,2.0GHz,0.752991000,2.755738000,4.531861000
h2o,true,true,1158,0,210m,serial,2.0GHz,0.850708000,2.672790000,4.481811000
h2o,true,true,1184,0,210m,serial,2.0GHz,0.772583000,2.779541000,4.577149000
h2o,true,false,1069,0,210m,serial,2.0GHz,0.796631000,2.488830000,4.166259000
h2o,true,true,6259,0,210m,serial,2.0GHz,3.579040000,14.770813000,23.847534000
h2o,true,true,1834,0,210m,serial,2.0GHz,1.092163000,4.353332000,7.064575000
h2o,true,true,1434,0,210m,serial,2.0GHz,0.873474000,3.323303000,5.446228000
h2o,true,true,1318,0,210m,serial,2.0GHz,0.820312000,3.108155000,5.096802000
h2o,true,true,1181,0,210m,serial,2.0GHz,0.874512000,2.727478000,4.583069000
h2o,true,true,1179,0,210m,serial,2.0GHz,0.876099000,2.739197000,4.586548000
h2o,true,true,1219,0,210m,serial,2.0GHz,0.827210000,2.861817000,4.723449000
h2o,true,false,1107,0,210m,serial,2.0GHz,0.780579000,2.593384000,4.302246000
h2o,true,true,6297,0,210m,serial,2.0GHz,3.622070000,14.745423000,23.906311000
h2o,true,true,1875,0,210m,serial,2.0GHz,1.106872000,4.426697000,7.182312000
h2o,true,true,1414,0,210m,serial,2.0GHz,0.835816000,3.322754000,5.399780000
h2o,true,true,1251,0,210m,serial,2.0GHz,0.732056000,2.914428000,4.757141000
h2o,true,true,1337,0,210m,serial,2.0GHz,0.863525000,3.236572000,5.281311000
h2o,true,true,1680,0,210m,serial,2.0GHz,1.196472000,3.979676000,6.610107000
h2o,true,true,1227,0,210m,serial,2.0GHz,0.775024000,2.892518000,4.742676000
h2o,true,true,1080,0,210m,serial,2.0GHz,0.734070000,2.526428000,4.186645000
h2o,true,true,1097,0,210m,serial,2.0GHz,0.825744000,2.541077000,4.264771000
h2o,true,true,1104,0,210m,serial,2.0GHz,0.802002000,2.589416000,4.315429000
h2o,true,false,1164,0,210m,serial,2.0GHz,0.835816000,2.784912000,4.588989000
h2o,true,true,5120,0,210m,serial,2.4GHz,3.140503000,17.235352000,24.840577000
h2o,true,true,1366,0,210m,serial,2.4GHz,0.885315000,4.617126000,6.687622000
h2o,true,true,1115,0,210m,serial,2.4GHz,0.752930000,3.625183000,5.352600000
h2o,true,true,990,0,210m,serial,2.4GHz,0.772827000,3.256592000,4.822327000
h2o,true,true,1250,0,210m,serial,2.4GHz,0.850708000,4.330445000,6.257080000
h2o,true,true,992,0,210m,serial,2.4GHz,0.702088000,3.322144000,4.874206000
h2o,true,true,992,0,210m,serial,2.4GHz,0.807373000,3.265442000,4.862183000
h2o,true,true,1018,0,210m,serial,2.4GHz,0.744141000,3.368042000,4.967041000
h2o,true,false,900,0,210m,serial,2.4GHz,0.729614000,2.963623000,4.409363000
h2o,true,true,5449,0,210m,serial,2.4GHz,3.329773000,18.157959000,26.243347000
h2o,true,true,1632,0,210m,serial,2.4GHz,1.015625000,5.428833000,7.863586000
h2o,true,true,1309,0,210m,serial,2.4GHz,0.870545000,4.251404000,6.249939000
h2o,true,true,1114,0,210m,serial,2.4GHz,0.723022000,3.702880000,5.399719000
h2o,true,true,983,0,210m,serial,2.4GHz,0.777893000,3.203186000,4.764038000
h2o,true,true,1010,0,210m,serial,2.4GHz,0.799499000,3.293884000,4.891114000
h2o,true,true,1005,0,210m,serial,2.4GHz,0.757751000,3.332642000,4.914429000
h2o,true,false,1034,0,210m,serial,2.4GHz,0.837768000,3.497925000,5.145752000
h2o,true,true,4550,0,210m,serial,2.4GHz,2.856629000,15.146607000,21.942321000
h2o,true,true,1548,0,210m,serial,2.4GHz,0.959350000,5.138610000,7.439026000
h2o,true,true,1511,0,210m,serial,2.4GHz,0.983337000,5.040344000,7.330750000
h2o,true,true,1128,0,210m,serial,2.4GHz,0.754151000,3.761841000,5.486694000
h2o,true,true,988,0,210m,serial,2.4GHz,0.776916000,3.208618000,4.769348000
h2o,true,true,1000,0,210m,serial,2.4GHz,0.748596000,3.412048000,4.988098000
h2o,true,true,1007,0,210m,serial,2.4GHz,0.781067000,3.320068000,4.904053000
h2o,true,false,1030,0,210m,serial,2.4GHz,0.709289000,3.343933000,4.935303000
h2o,true,true,4767,0,210m,serial,2.4GHz,2.928955000,15.820374000,22.902893000
h2o,true,true,1512,0,210m,serial,2.4GHz,0.910340000,5.014954000,7.246704000
h2o,true,true,1128,0,210m,serial,2.4GHz,0.746093000,3.785035000,5.504089000
