Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
graphchi,Energy,1.6GHz,1600.0,4x,4.0,564,7.947192200000001,7.914729175,7.978387112500001,False
graphchi,Energy,1.6GHz,1600.0,5x,5.0,705,7.9473204,7.902479564999999,8.0050724075,False
graphchi,Energy,1.6GHz,1600.0,6x,6.0,846,7.9206054,7.898321094999998,7.9455581275,False
graphchi,Energy,1.8GHz,1800.0,1x,1.0,141,13.2074708,12.8704371675,13.4898996675,False
graphchi,Energy,1.8GHz,1800.0,2x,2.0,282,4.445922899999999,4.4274981725,4.469032477500001,False
graphchi,Energy,1.8GHz,1800.0,3x,3.0,423,3.9558715,3.931134399999999,3.981065277499999,False
graphchi,Energy,1.8GHz,1800.0,4x,4.0,564,3.7569334,3.7385109075,3.777154602500001,True
graphchi,Energy,1.8GHz,1800.0,5x,5.0,705,3.7235289,3.7029939125,3.7475326775,True
graphchi,Energy,1.8GHz,1800.0,6x,6.0,846,3.7377318,3.714432815,3.76142107,True
graphchi,Energy,2.0GHz,2000.0,1x,1.0,141,14.2805115,13.842981302500002,14.7096113175,False
graphchi,Energy,2.0GHz,2000.0,2x,2.0,282,4.4780212,4.460678505,4.49634019,False
graphchi,Energy,2.0GHz,2000.0,3x,3.0,423,3.836438,3.772404715,3.91012216,False
graphchi,Energy,2.0GHz,2000.0,4x,4.0,564,3.7840272000000006,3.75973317,3.8033021,False
graphchi,Energy,2.0GHz,2000.0,5x,5.0,705,3.741864300000001,3.7202436675,3.7632758025,True
graphchi,Energy,2.0GHz,2000.0,6x,6.0,846,3.773345999999999,3.75188874,3.796364905,False
graphchi,Energy,2.4GHz,2400.0,1x,1.0,141,17.0900758,16.1410309775,18.660111347500003,False
graphchi,Energy,2.4GHz,2400.0,2x,2.0,282,4.7328371,4.611924665,4.9087515625,False
graphchi,Energy,2.4GHz,2400.0,3x,3.0,423,3.9467165,3.9361565824999993,3.9594980075,False
graphchi,Energy,2.4GHz,2400.0,4x,4.0,564,3.9199768,3.9023838975,3.937825535,False
graphchi,Energy,2.4GHz,2400.0,5x,5.0,705,3.9512818999999992,3.9166010875,3.988886825,False
graphchi,Energy,2.4GHz,2400.0,6x,6.0,846,3.9254211,3.897793604999999,3.9500461575,False
graphchi,Energy,2.7GHz,2700.0,1x,1.0,141,18.4136232,17.8273152575,19.015205135,False
graphchi,Energy,2.7GHz,2700.0,2x,2.0,282,4.7567870999999995,4.7297863174999994,4.788462475,False
graphchi,Energy,2.7GHz,2700.0,3x,3.0,423,4.1598632,4.133657997499999,4.1882950675,False
graphchi,Energy,2.7GHz,2700.0,4x,4.0,564,4.1632568,4.144137452500001,4.1865816525,False
graphchi,Energy,2.7GHz,2700.0,5x,5.0,705,4.1357971,4.115376930000001,4.1602444,False
graphchi,Energy,2.7GHz,2700.0,6x,6.0,846,5.561401200000001,4.1133358525,8.422306265000001,False
graphchi,Time,400MHz,400.0,1x,1.0,141,15987.8,15416.7775,16500.717500000002,False
graphchi,Time,400MHz,400.0,2x,2.0,282,6018.2,5961.495,6092.535,False
graphchi,Time,400MHz,400.0,3x,3.0,423,5581.9,5556.795,5611.0075,False
graphchi,Time,400MHz,400.0,4x,4.0,564,5538.5,5517.88,5558.902499999999,False
graphchi,Time,400MHz,400.0,5x,5.0,705,5531.1,5509.3949999999995,5552.2,False
graphchi,Time,400MHz,400.0,6x,6.0,846,5531.5,5515.19,5549.4,False
graphchi,Time,800MHz,800.0,1x,1.0,141,8406.0,8153.6175,8657.54,False
graphchi,Time,800MHz,800.0,2x,2.0,282,3082.0,3069.1975,3094.5,False
graphchi,Time,800MHz,800.0,3x,3.0,423,2789.9,2778.8,2800.6075,False
graphchi,Time,800MHz,800.0,4x,4.0,564,2772.0,2761.0975,2783.4,False
graphchi,Time,800MHz,800.0,5x,5.0,705,2753.4,2747.5975,2760.4025,False
graphchi,Time,800MHz,800.0,6x,6.0,846,2749.8,2743.1,2756.8025,False
graphchi,Time,1.2GHz,1200.0,1x,1.0,141,5724.9,5487.12,5937.1475,False
graphchi,Time,1.2GHz,1200.0,2x,2.0,282,2052.3,2048.2,2056.3,False
graphchi,Time,1.2GHz,1200.0,3x,3.0,423,1845.5,1839.6,1852.3,False
graphchi,Time,1.2GHz,1200.0,4x,4.0,564,1836.2,1829.0,1843.4025,False
graphchi,Time,1.2GHz,1200.0,5x,5.0,705,1828.6,1822.1,1834.8,False
graphchi,Time,1.2GHz,1200.0,6x,6.0,846,1831.5,1828.0,1834.8,False
graphchi,Time,1.6GHz,1600.0,1x,1.0,141,8080.9,7835.6725,8308.6675,False
graphchi,Time,1.6GHz,1600.0,2x,2.0,282,2941.4,2936.4,2946.8025,False
graphchi,Time,1.6GHz,1600.0,3x,3.0,423,2760.3,2755.8975,2765.8,False
graphchi,Time,1.6GHz,1600.0,4x,4.0,564,2759.8,2753.0975,2767.2,False
graphchi,Time,1.6GHz,1600.0,5x,5.0,705,2748.0,2740.7,2755.8,False
graphchi,Time,1.6GHz,1600.0,6x,6.0,846,2750.7,2745.2975,2755.6,False
graphchi,Time,1.8GHz,1800.0,1x,1.0,141,4107.9,4006.375,4196.86,False
graphchi,Time,1.8GHz,1800.0,2x,2.0,282,1377.9,1373.6,1382.5,False
graphchi,Time,1.8GHz,1800.0,3x,3.0,423,1236.9,1232.4,1241.8,False
graphchi,Time,1.8GHz,1800.0,4x,4.0,564,1224.8,1221.7,1228.1,False
graphchi,Time,1.8GHz,1800.0,5x,5.0,705,1216.9,1212.8,1220.6,False
graphchi,Time,1.8GHz,1800.0,6x,6.0,846,1221.0,1216.4975,1225.7,False
graphchi,Time,2.0GHz,2000.0,1x,1.0,141,3857.3,3780.2,3927.34,False
graphchi,Time,2.0GHz,2000.0,2x,2.0,282,1250.2,1246.3975,1253.4025,False
graphchi,Time,2.0GHz,2000.0,3x,3.0,423,1108.4,1103.0975,1114.2025,False
graphchi,Time,2.0GHz,2000.0,4x,4.0,564,1107.1,1102.9975,1110.7,False
graphchi,Time,2.0GHz,2000.0,5x,5.0,705,1098.6,1092.9975,1103.9,False
graphchi,Time,2.0GHz,2000.0,6x,6.0,846,1102.0,1099.4,1104.8025,False
graphchi,Time,2.4GHz,2400.0,1x,1.0,141,3437.8,3379.3925,3493.8025,False
graphchi,Time,2.4GHz,2400.0,2x,2.0,282,1047.7,1040.9,1053.6,False
graphchi,Time,2.4GHz,2400.0,3x,3.0,423,926.9,924.6,929.7,False
graphchi,Time,2.4GHz,2400.0,4x,4.0,564,921.7,919.1,924.8,False
graphchi,Time,2.4GHz,2400.0,5x,5.0,705,922.2,917.9,927.4025,False
graphchi,Time,2.4GHz,2400.0,6x,6.0,846,920.5,916.0,924.8025,False
graphchi,Time,2.7GHz,2700.0,1x,1.0,141,3171.4,3116.0924999999997,3223.3075000000003,False
graphchi,Time,2.7GHz,2700.0,2x,2.0,282,928.5,925.2975,931.6025,False
graphchi,Time,2.7GHz,2700.0,3x,3.0,423,827.3,823.8,831.7,False
graphchi,Time,2.7GHz,2700.0,4x,4.0,564,824.3,821.8,826.8025,True
graphchi,Time,2.7GHz,2700.0,5x,5.0,705,819.5,817.3,821.9,True
graphchi,Time,2.7GHz,2700.0,6x,6.0,846,1820.9,818.9,3822.2,True
graphchi,EDP,400MHz,400.0,1x,1.0,141,465.1934569450999,429.821168795635,495.85016975778,False
graphchi,EDP,400MHz,400.0,2x,2.0,282,71.6351997044,69.264324151785,74.83485706276,False
graphchi,EDP,400MHz,400.0,3x,3.0,423,60.8509911475,59.8921948877175,61.66586897805251,False
graphchi,EDP,400MHz,400.0,4x,4.0,564,55.3727552301,54.4769027203075,56.29463817493,False
graphchi,EDP,400MHz,400.0,5x,5.0,705,55.056670856,54.35651729275,55.77663105871499,False
graphchi,EDP,400MHz,400.0,6x,6.0,846,55.10697662470001,54.4527398798825,55.8050746954625,False
graphchi,EDP,800MHz,800.0,1x,1.0,141,145.57310897229996,136.45298278498498,153.5019468999275,False
graphchi,EDP,800MHz,800.0,2x,2.0,282,21.0487611502,20.871443657704994,21.261867635609995,False
graphchi,EDP,800MHz,800.0,3x,3.0,423,17.0312324541,16.886363493785,17.1662576863325,False
graphchi,EDP,800MHz,800.0,4x,4.0,564,15.6011075543,15.451073492375,15.741253784365004,False
graphchi,EDP,800MHz,800.0,5x,5.0,705,15.3680222243,15.287898717284998,15.460548694425,False
graphchi,EDP,800MHz,800.0,6x,6.0,846,15.3618255499,15.2534930966825,15.464558615982504,False
graphchi,EDP,1.2GHz,1200.0,1x,1.0,141,78.96993914880002,72.41262290899998,84.54872541432,False
graphchi,EDP,1.2GHz,1200.0,2x,2.0,282,10.7023227809,10.6532015566075,10.7569732396225,False
graphchi,EDP,1.2GHz,1200.0,3x,3.0,423,8.592060415099999,8.532666628025,8.649401156839998,False
graphchi,EDP,1.2GHz,1200.0,4x,4.0,564,7.9842088179,7.883171178310001,8.097847428835001,False
graphchi,EDP,1.2GHz,1200.0,5x,5.0,705,7.867524313200001,7.782474108197502,7.97358404616,False
graphchi,EDP,1.2GHz,1200.0,6x,6.0,846,7.882156863600001,7.825688405105,7.958820366315,False
graphchi,EDP,1.6GHz,1600.0,1x,1.0,141,192.2123078172,180.78278922496003,203.372162601255,False
graphchi,EDP,1.6GHz,1600.0,2x,2.0,282,24.9716253085,24.81416329124,25.11090782345,False
graphchi,EDP,1.6GHz,1600.0,3x,3.0,423,21.9637106008,21.85078330018,22.101042353507506,False
graphchi,EDP,1.6GHz,1600.0,4x,4.0,564,21.9331015041,21.803468058982503,22.06756522258,False
graphchi,EDP,1.6GHz,1600.0,5x,5.0,705,21.839869919899996,21.67821102845,22.05120865352,False
graphchi,EDP,1.6GHz,1600.0,6x,6.0,846,21.7873962151,21.689664527982504,21.885248430737494,False
graphchi,EDP,1.8GHz,1800.0,1x,1.0,141,54.336489324,51.586484532277495,56.89304684749251,False
graphchi,EDP,1.8GHz,1800.0,2x,2.0,282,6.126249168799999,6.082136697905001,6.17597201698,False
graphchi,EDP,1.8GHz,1800.0,3x,3.0,423,4.8931934826,4.8502832884450005,4.93705438456,False
graphchi,EDP,1.8GHz,1800.0,4x,4.0,564,4.6015946775,4.56453107914,4.6331894032125005,False
graphchi,EDP,1.8GHz,1800.0,5x,5.0,705,4.5313803746,4.4925818844025,4.57572980931,False
graphchi,EDP,1.8GHz,1800.0,6x,6.0,846,4.563984034300001,4.522101722945,4.6071721349975014,False
graphchi,EDP,2.0GHz,2000.0,1x,1.0,141,55.1616775733,52.51400084152,57.77087336041,False
graphchi,EDP,2.0GHz,2000.0,2x,2.0,282,5.5985540271,5.558353224705001,5.6309408115125,False
graphchi,EDP,2.0GHz,2000.0,3x,3.0,423,4.2532871273,4.1620248127625,4.354649133115,False
graphchi,EDP,2.0GHz,2000.0,4x,4.0,564,4.189456105700001,4.146543088940001,4.218868113570001,False
graphchi,EDP,2.0GHz,2000.0,5x,5.0,705,4.1110453545,4.0658064604875,4.1502901925249995,False
graphchi,EDP,2.0GHz,2000.0,6x,6.0,846,4.158291386099999,4.127468061605,4.190941747825001,False
graphchi,EDP,2.4GHz,2400.0,1x,1.0,141,58.818768451300016,54.5584389387675,64.98515346286251,False
graphchi,EDP,2.4GHz,2400.0,2x,2.0,282,4.960467577000001,4.8082790154975,5.1779717314675,False
graphchi,EDP,2.4GHz,2400.0,3x,3.0,423,3.658281836000001,3.6392898759675,3.6811168331425,False
graphchi,EDP,2.4GHz,2400.0,4x,4.0,564,3.6131672902000007,3.586372910487501,3.64050769708,False
graphchi,EDP,2.4GHz,2400.0,5x,5.0,705,3.6442673058,3.59788455918,3.699826085455,False
graphchi,EDP,2.4GHz,2400.0,6x,6.0,846,3.6136196512,3.5725600064700003,3.6520233840625,False
graphchi,EDP,2.7GHz,2700.0,1x,1.0,141,58.4347447481,56.0855669136975,61.1102322451225,False
graphchi,EDP,2.7GHz,2700.0,2x,2.0,282,4.416817142899999,4.381966899975001,4.456251677205001,False
graphchi,EDP,2.7GHz,2700.0,3x,3.0,423,3.4417110721,3.40756319955,3.48306202051,True
graphchi,EDP,2.7GHz,2700.0,4x,4.0,564,3.4318717591000003,3.4054741258725003,3.45654653221,True
graphchi,EDP,2.7GHz,2700.0,5x,5.0,705,3.3893733362999994,3.3654985091549996,3.414010074715,True
graphchi,EDP,2.7GHz,2700.0,6x,6.0,846,22.954959067300003,3.37194849978,62.0823851531725,True
graphchi,EDP2,400MHz,400.0,1x,1.0,141,13583.27250720317,12068.490334413043,14858.466486018311,False
graphchi,EDP2,400MHz,400.0,2x,2.0,282,854.7227874597911,805.5436705283655,921.3580568373068,False
graphchi,EDP2,400MHz,400.0,3x,3.0,423,663.5708651615126,645.6198753845566,681.020513065794,False
graphchi,EDP2,400MHz,400.0,4x,4.0,564,553.8837322211416,536.6550305791005,570.4587173702822,False
graphchi,EDP2,400MHz,400.0,5x,5.0,705,548.2169747176682,536.590136072889,561.2501692610887,False
graphchi,EDP2,400MHz,400.0,6x,6.0,846,549.1582952431193,537.7018133783762,561.5652478119697,False
graphchi,EDP2,800MHz,800.0,1x,1.0,141,2527.0125547496564,2262.5887214986437,2734.07622944039,False
graphchi,EDP2,800MHz,800.0,2x,2.0,282,143.76757866203974,141.77437923986,145.8601308876822,False
graphchi,EDP2,800MHz,800.0,3x,3.0,423,103.97658903734116,102.53160011402755,105.3757638445846,False
graphchi,EDP2,800MHz,800.0,4x,4.0,564,87.81266186516771,86.51956403294544,89.12124537404576,False
graphchi,EDP2,800MHz,800.0,5x,5.0,705,85.77980354562223,85.04544662104523,86.63721270788805,False
graphchi,EDP2,800MHz,800.0,6x,6.0,846,85.82402303470715,84.8937539908636,86.82627132623426,False
graphchi,EDP2,1.2GHz,1200.0,1x,1.0,141,1093.8122031930047,960.3473210621383,1215.5293564545127,False
graphchi,EDP2,1.2GHz,1200.0,2x,2.0,282,55.812514118642206,55.38869583660584,56.31090748897264,False
graphchi,EDP2,1.2GHz,1200.0,3x,3.0,423,40.00404324565991,39.52354519165704,40.417242701369375,False
graphchi,EDP2,1.2GHz,1200.0,4x,4.0,564,34.72542270450068,33.95504045254717,35.470975317143136,False
graphchi,EDP2,1.2GHz,1200.0,5x,5.0,705,33.85856245187274,33.19731888164267,34.68648907378933,False
graphchi,EDP2,1.2GHz,1200.0,6x,6.0,846,33.92722232594931,33.488278991986235,34.46486904914053,False
graphchi,EDP2,1.6GHz,1600.0,1x,1.0,141,4582.618324548731,4169.991898968497,4988.199758080407,False
graphchi,EDP2,1.6GHz,1600.0,2x,2.0,282,212.0134575819496,209.79482522798,214.12038905560289,False
graphchi,EDP2,1.6GHz,1600.0,3x,3.0,423,174.77333373996737,173.26879994476377,176.56459707617915,False
graphchi,EDP2,1.6GHz,1600.0,4x,4.0,564,174.3177563795834,172.50820755257473,176.1027323345411,False
graphchi,EDP2,1.6GHz,1600.0,5x,5.0,705,173.5902483863479,171.33276959783169,176.21413901073055,False
graphchi,EDP2,1.6GHz,1600.0,6x,6.0,846,172.57492964265035,171.28656431062305,173.8816727077516,False
graphchi,EDP2,1.8GHz,1800.0,1x,1.0,141,719.7736737542615,667.7482852226725,769.692830494352,False
graphchi,EDP2,1.8GHz,1800.0,2x,2.0,282,27.239354867901255,26.935899391254907,27.614923741611943,False
graphchi,EDP2,1.8GHz,1800.0,3x,3.0,423,19.35941433187282,19.07971358685309,19.64440387877142,False
graphchi,EDP2,1.8GHz,1800.0,4x,4.0,564,17.289551691671072,17.07118791695585,17.50897285382277,False
graphchi,EDP2,1.8GHz,1800.0,5x,5.0,705,16.875108640720306,16.623235401128902,17.139777424000787,False
graphchi,EDP2,1.8GHz,1800.0,6x,6.0,846,17.06141661593165,16.801248308213307,17.315794110851026,False
graphchi,EDP2,2.0GHz,2000.0,1x,1.0,141,790.8149607162011,735.1993465309356,848.3064196873502,False
graphchi,EDP2,2.0GHz,2000.0,2x,2.0,282,25.071983233541257,24.804595443377416,25.311660446007984,False
graphchi,EDP2,2.0GHz,2000.0,3x,3.0,423,16.33536588645559,15.68066674905469,17.005083598735474,False
graphchi,EDP2,2.0GHz,2000.0,4x,4.0,564,15.85490949326906,15.599529662259089,16.03759268248164,False
graphchi,EDP2,2.0GHz,2000.0,5x,5.0,705,15.385161458785172,15.14515802385011,15.6197086070207,False
graphchi,EDP2,2.0GHz,2000.0,6x,6.0,846,15.692408447379057,15.506539969340588,15.915028307159142,False
graphchi,EDP2,2.4GHz,2400.0,1x,1.0,141,1024.6660188527792,878.5085690438137,1239.625497809374,False
graphchi,EDP2,2.4GHz,2400.0,2x,2.0,282,23.54683883486184,22.164793224607212,25.28177683844465,False
graphchi,EDP2,2.4GHz,2400.0,3x,3.0,423,14.438797011964564,14.324032089393947,14.56236705238308,False
graphchi,EDP2,2.4GHz,2400.0,4x,4.0,564,14.164753598187923,13.994465032603111,14.33405253289282,True
graphchi,EDP2,2.4GHz,2400.0,5x,5.0,705,14.404355432683465,14.10150209830472,14.748106698175668,True
graphchi,EDP2,2.4GHz,2400.0,6x,6.0,846,14.187633733736613,13.952888055565106,14.430171347350102,True
graphchi,EDP2,2.7GHz,2700.0,1x,1.0,141,1079.598324918539,996.884796674154,1162.5612446676023,False
graphchi,EDP2,2.7GHz,2700.0,2x,2.0,282,21.012498557411327,20.74325230589892,21.305015713182403,False
graphchi,EDP2,2.7GHz,2700.0,3x,3.0,423,14.319728656553448,14.107426327356604,14.59695511631844,True
graphchi,EDP2,2.7GHz,2700.0,4x,4.0,564,14.289131006901188,14.122766982029916,14.470654296842794,True
graphchi,EDP2,2.7GHz,2700.0,5x,5.0,705,14.019310964599857,13.851301560260854,14.222390009019268,True
graphchi,EDP2,2.7GHz,2700.0,6x,6.0,846,378.5253621151886,13.85906426147867,1107.5851533798734,True
h2,Energy,400MHz,400.0,1x,1.0,69,7.9459777,7.719730627500001,8.1908889,False
h2,Energy,400MHz,400.0,2x,2.0,138,4.4821290000000005,4.2912784025,4.7126117275,False
h2,Energy,400MHz,400.0,3x,3.0,207,4.585406600000001,4.35349435,4.758784134999999,False
h2,Energy,400MHz,400.0,4x,4.0,276,4.6883056000000005,4.5676366575000005,4.7875002175,False
h2,Energy,400MHz,400.0,5x,5.0,345,3.8832214,3.6720763525,4.0764806675,False
h2,Energy,400MHz,400.0,6x,6.0,414,3.9817199000000008,3.9194354725,4.049385132499999,False
h2,Energy,800MHz,800.0,1x,1.0,69,4.206042399999999,4.066658207500001,4.3481883275,False
h2,Energy,800MHz,800.0,2x,2.0,138,2.768744,2.588995945,2.9320940925000003,False
h2,Energy,800MHz,800.0,3x,3.0,207,2.9039304,2.8393252424999997,2.9899153,False
h2,Energy,800MHz,800.0,4x,4.0,276,3.1208985,2.9245246074999995,3.3660330650000003,False
h2,Energy,800MHz,800.0,5x,5.0,345,2.2418763,2.1656181725000003,2.325671565,False
h2,Energy,800MHz,800.0,6x,6.0,414,2.2956723,2.2124321950000003,2.38859901,False
h2,Energy,1.2GHz,1200.0,1x,1.0,69,3.2907960000000003,3.0455965975,3.4577579725,False
h2,Energy,1.2GHz,1200.0,2x,2.0,138,1.7564148000000004,1.7267988774999996,1.7891571525,False
h2,Energy,1.2GHz,1200.0,3x,3.0,207,2.1436521999999996,1.98810325,2.285478595,False
h2,Energy,1.2GHz,1200.0,4x,4.0,276,2.4482850000000003,2.3366285625,2.6123364099999997,False
h2,Energy,1.2GHz,1200.0,5x,5.0,345,1.7378294,1.6659516874999998,1.806642305,False
h2,Energy,1.2GHz,1200.0,6x,6.0,414,1.7544677,1.6791574125000002,1.8349045275,False
h2,Energy,1.6GHz,1600.0,1x,1.0,69,4.1501831,4.0144069025,4.269390187499999,False
h2,Energy,1.6GHz,1600.0,2x,2.0,138,2.3316773,2.3041344374999992,2.3563663100000003,False
h2,Energy,1.6GHz,1600.0,3x,3.0,207,2.3963685000000003,2.3415145250000005,2.4405441225,False
h2,Energy,1.6GHz,1600.0,4x,4.0,276,2.3481995,2.3286776524999997,2.3674045025,False
h2,Energy,1.6GHz,1600.0,5x,5.0,345,2.3571107,2.2745637525,2.42776084,False
h2,Energy,1.6GHz,1600.0,6x,6.0,414,2.3986571000000003,2.3531142175000004,2.4425919350000003,False
h2,Energy,1.8GHz,1800.0,1x,1.0,69,2.9407105,2.6880386025,3.1108595224999993,False
h2,Energy,1.8GHz,1800.0,2x,2.0,138,2.0507019000000004,1.9206105125,2.136360095000001,False
h2,Energy,1.8GHz,1800.0,3x,3.0,207,1.5892944999999998,1.5344184899999995,1.6549258649999998,True
h2,Energy,1.8GHz,1800.0,4x,4.0,276,2.0913695999999997,2.0607063125,2.1281267275,False
h2,Energy,1.8GHz,1800.0,5x,5.0,345,1.6076048,1.5494010324999998,1.67921796,True
h2,Energy,1.8GHz,1800.0,6x,6.0,414,1.5844605,1.5238734825,1.6422329525,True
h2,Energy,2.0GHz,2000.0,1x,1.0,69,3.1813903999999997,3.1279054925,3.2447816525,False
h2,Energy,2.0GHz,2000.0,2x,2.0,138,2.0998291,2.0371088425,2.1693568425000005,False
h2,Energy,2.0GHz,2000.0,3x,3.0,207,1.8152954,1.6331079475000003,2.014783615,True
h2,Energy,2.0GHz,2000.0,4x,4.0,276,2.1109374999999995,2.0678698275,2.159179705,False
h2,Energy,2.0GHz,2000.0,5x,5.0,345,1.6097837,1.567423675,1.65400854,True
h2,Energy,2.0GHz,2000.0,6x,6.0,414,1.6054993999999998,1.5747324225,1.6324283000000002,True
h2,Energy,2.4GHz,2400.0,1x,1.0,69,3.4085391,3.3209974325,3.4934986875000003,False
h2,Energy,2.4GHz,2400.0,2x,2.0,138,2.1411746000000003,2.0488738274999996,2.2121094425000005,False
h2,Energy,2.4GHz,2400.0,3x,3.0,207,2.2423583,2.1879511849999997,2.3017764225,False
h2,Energy,2.4GHz,2400.0,4x,4.0,276,2.2566346000000004,2.203988545,2.3190605924999996,False
h2,Energy,2.4GHz,2400.0,5x,5.0,345,1.6674255000000002,1.58781168,1.72926667,True
h2,Energy,2.4GHz,2400.0,6x,6.0,414,1.6466919,1.5839706125,1.694776885,True
h2,Energy,2.7GHz,2700.0,1x,1.0,69,3.4591554,3.1697631174999996,3.6563297575,False
h2,Energy,2.7GHz,2700.0,2x,2.0,138,2.3259523,2.16528349,2.5026868299999996,False
h2,Energy,2.7GHz,2700.0,3x,3.0,207,2.3538696000000003,2.2983124975,2.4224521224999997,False
h2,Energy,2.7GHz,2700.0,4x,4.0,276,2.1007813,1.925738855,2.2717803075,False
h2,Energy,2.7GHz,2700.0,5x,5.0,345,1.8500366,1.8195666724999997,1.8796965425,False
h2,Energy,2.7GHz,2700.0,6x,6.0,414,1.8043031,1.7398168174999995,1.86532062,False
h2,Time,400MHz,400.0,1x,1.0,69,4085.9,4002.5775,4153.5,False
h2,Time,400MHz,400.0,2x,2.0,138,2110.9,2035.6925,2181.5025,False
h2,Time,400MHz,400.0,3x,3.0,207,2120.8,2006.9775,2193.21,False
h2,Time,400MHz,400.0,4x,4.0,276,2179.1,2130.1749999999997,2218.3025,False
h2,Time,400MHz,400.0,5x,5.0,345,2073.8,1971.66,2166.6,False
h2,Time,400MHz,400.0,6x,6.0,414,2148.7,2112.9975,2190.9225,False
h2,Time,800MHz,800.0,1x,1.0,69,1990.1,1920.4825,2052.51,False
h2,Time,800MHz,800.0,2x,2.0,138,1122.0,1089.1875,1155.12,False
h2,Time,800MHz,800.0,3x,3.0,207,1141.8,1113.1,1176.5025,False
h2,Time,800MHz,800.0,4x,4.0,276,1179.8,1119.7,1260.7025,False
h2,Time,800MHz,800.0,5x,5.0,345,1059.2,1021.4,1099.51,False
h2,Time,800MHz,800.0,6x,6.0,414,1078.7,1044.1925,1117.71,False
h2,Time,1.2GHz,1200.0,1x,1.0,69,1317.5,1219.185,1386.8375,False
h2,Time,1.2GHz,1200.0,2x,2.0,138,696.7,683.2975,709.3,False
h2,Time,1.2GHz,1200.0,3x,3.0,207,689.2,658.1975,720.1025000000001,False
h2,Time,1.2GHz,1200.0,4x,4.0,276,753.5,731.89,777.3225,False
h2,Time,1.2GHz,1200.0,5x,5.0,345,685.0,657.0975,708.6025000000001,False
h2,Time,1.2GHz,1200.0,6x,6.0,414,671.3,653.1975,686.6,False
h2,Time,1.6GHz,1600.0,1x,1.0,69,1381.4,1339.9,1418.105,False
h2,Time,1.6GHz,1600.0,2x,2.0,138,771.5,763.8974999999999,779.1025000000001,False
h2,Time,1.6GHz,1600.0,3x,3.0,207,786.5,771.7975,801.1025000000001,False
h2,Time,1.6GHz,1600.0,4x,4.0,276,776.3,767.8974999999999,784.3025,False
h2,Time,1.6GHz,1600.0,5x,5.0,345,779.3,755.39,801.8149999999999,False
h2,Time,1.6GHz,1600.0,6x,6.0,414,785.2,773.3,797.4,False
h2,Time,1.8GHz,1800.0,1x,1.0,69,885.7,811.69,933.805,False
h2,Time,1.8GHz,1800.0,2x,2.0,138,500.7,486.6,514.5025,False
h2,Time,1.8GHz,1800.0,3x,3.0,207,464.3,451.595,476.6,False
h2,Time,1.8GHz,1800.0,4x,4.0,276,493.6,488.1,498.8,False
h2,Time,1.8GHz,1800.0,5x,5.0,345,473.1,454.2,493.8025,False
h2,Time,1.8GHz,1800.0,6x,6.0,414,466.6,449.9,486.0025,False
h2,Time,2.0GHz,2000.0,1x,1.0,69,846.2,834.9,859.5025,False
h2,Time,2.0GHz,2000.0,2x,2.0,138,448.4,434.2,462.7025,False
h2,Time,2.0GHz,2000.0,3x,3.0,207,431.4,415.8975,447.5,False
h2,Time,2.0GHz,2000.0,4x,4.0,276,450.8,441.6975,460.4025,False
h2,Time,2.0GHz,2000.0,5x,5.0,345,419.7,409.0,429.6,False
h2,Time,2.0GHz,2000.0,6x,6.0,414,421.2,413.6975,428.105,False
h2,Time,2.4GHz,2400.0,1x,1.0,69,709.1,689.1975,724.6025000000001,False
h2,Time,2.4GHz,2400.0,2x,2.0,138,364.8,349.7,376.2,False
h2,Time,2.4GHz,2400.0,3x,3.0,207,380.6,371.0975,391.4,False
h2,Time,2.4GHz,2400.0,4x,4.0,276,386.2,376.6,397.1025,False
h2,Time,2.4GHz,2400.0,5x,5.0,345,343.0,325.995,355.8025,False
h2,Time,2.4GHz,2400.0,6x,6.0,414,341.8,331.6,350.6025,False
h2,Time,2.7GHz,2700.0,1x,1.0,69,607.3,558.29,640.4025,False
h2,Time,2.7GHz,2700.0,2x,2.0,138,328.7,309.5975,345.8,True
h2,Time,2.7GHz,2700.0,3x,3.0,207,340.3,331.8975,349.3025,False
h2,Time,2.7GHz,2700.0,4x,4.0,276,330.3,318.195,341.90999999999997,False
h2,Time,2.7GHz,2700.0,5x,5.0,345,319.1,314.3975,324.6,True
h2,Time,2.7GHz,2700.0,6x,6.0,414,309.8,300.6975,317.5025,True
h2,EDP,400MHz,400.0,1x,1.0,69,32.470409074399996,31.350231812505005,33.7953014853475,False
h2,EDP,400MHz,400.0,2x,2.0,138,9.5000919224,8.7590124304125,10.350306390939998,False
h2,EDP,400MHz,400.0,3x,3.0,207,9.776740861300002,8.778888615622503,10.427825210935,False
h2,EDP,400MHz,400.0,4x,4.0,276,10.227838319,9.8032118144175,10.62223005314,False
h2,EDP,400MHz,400.0,5x,5.0,345,8.1019391324,7.303954111695001,8.782187929412498,False
h2,EDP,400MHz,400.0,6x,6.0,414,8.561340790500001,8.276148836037498,8.842583065982502,False
h2,EDP,800MHz,800.0,1x,1.0,69,8.394431056199998,7.8448332180675,8.9735755239375,False
h2,EDP,800MHz,800.0,2x,2.0,138,3.1188441408000003,2.8406632069349995,3.3940663265324997,False
h2,EDP,800MHz,800.0,3x,3.0,207,3.321299966,3.16300543601,3.5214283762575,False
