Benchmark,Objective,CPU Frequency (MHz),Frequency (MHz),Heap Label,Heap Multiplier Value,Heap Size MB,Mean,CI Low,CI High,Tied With Lowest Mean CI
h2o,Time,400MHz,400.0,4x,4.0,140,5610.5,5521.255,5722.3275,False
h2o,Time,400MHz,400.0,5x,5.0,175,5722.0,5431.195000000001,6224.3725,False
h2o,Time,400MHz,400.0,6x,6.0,210,5739.9,5460.0775,6153.215,False
h2o,Time,800MHz,800.0,1x,1.0,35,12008.9,11017.255,13059.195000000002,False
h2o,Time,800MHz,800.0,2x,2.0,70,3375.0,3080.895,3675.165,False
h2o,Time,800MHz,800.0,3x,3.0,105,3111.2,2848.17,3437.915,False
h2o,Time,800MHz,800.0,4x,4.0,140,2910.1,2746.49,3141.9849999999997,False
h2o,Time,800MHz,800.0,5x,5.0,175,3014.5,2762.15,3326.3100000000004,False
h2o,Time,800MHz,800.0,6x,6.0,210,2979.1,2736.5,3299.7174999999997,False
h2o,Time,1.2GHz,1200.0,1x,1.0,35,8816.2,8239.565,9431.0375,False
h2o,Time,1.2GHz,1200.0,2x,2.0,70,1955.0,1848.2975,2087.535,False
h2o,Time,1.2GHz,1200.0,3x,3.0,105,1940.7,1803.49,2088.075,False
h2o,Time,1.2GHz,1200.0,4x,4.0,140,2101.2,1835.4875,2437.004999999999,False
h2o,Time,1.2GHz,1200.0,5x,5.0,175,2142.1,1911.8575,2380.2699999999995,False
h2o,Time,1.2GHz,1200.0,6x,6.0,210,2060.9,1834.1175,2392.855,False
h2o,Time,1.6GHz,1600.0,1x,1.0,35,6415.9,6203.9575,6606.71,False
h2o,Time,1.6GHz,1600.0,2x,2.0,70,1502.4,1430.485,1606.2275,False
h2o,Time,1.6GHz,1600.0,3x,3.0,105,1494.1,1386.0875,1621.6125,False
h2o,Time,1.6GHz,1600.0,4x,4.0,140,1434.7,1385.5875,1481.605,False
h2o,Time,1.6GHz,1600.0,5x,5.0,175,1546.4,1414.59,1689.8200000000002,False
h2o,Time,1.6GHz,1600.0,6x,6.0,210,1656.2,1419.755,1947.2275,False
h2o,Time,2.0GHz,2000.0,1x,1.0,35,5007.9,4687.0775,5366.23,False
h2o,Time,2.0GHz,2000.0,2x,2.0,70,1201.9,1151.6975,1269.1125,False
h2o,Time,2.0GHz,2000.0,3x,3.0,105,1272.7,1154.78,1423.2225,False
h2o,Time,2.0GHz,2000.0,4x,4.0,140,1311.8,1197.755,1423.6025,False
h2o,Time,2.0GHz,2000.0,5x,5.0,175,1177.6,1115.095,1273.3075,False
h2o,Time,2.0GHz,2000.0,6x,6.0,210,1206.7,1133.0925,1307.46,False
h2o,Time,2.4GHz,2400.0,1x,1.0,35,4202.2,4100.295,4316.4,False
h2o,Time,2.4GHz,2400.0,2x,2.0,70,1114.7,1027.1675,1217.3224999999998,False
h2o,Time,2.4GHz,2400.0,3x,3.0,105,1036.9,967.995,1132.72,False
h2o,Time,2.4GHz,2400.0,4x,4.0,140,1045.6,969.2925,1139.9275000000002,False
h2o,Time,2.4GHz,2400.0,5x,5.0,175,1054.1,1002.3,1129.3275,False
h2o,Time,2.4GHz,2400.0,6x,6.0,210,1072.3,979.7925,1175.8025,False
h2o,Time,2.7GHz,2700.0,1x,1.0,35,3861.8,3678.9,4046.4175,False
h2o,Time,2.7GHz,2700.0,2x,2.0,70,943.7,893.6800000000001,1006.5025,False
h2o,Time,2.7GHz,2700.0,3x,3.0,105,982.0,898.7,1059.705,False
h2o,Time,2.7GHz,2700.0,4x,4.0,140,867.8,851.7925,879.4024999999999,True
h2o,Time,2.7GHz,2700.0,5x,5.0,175,887.1,864.8,916.605,True
h2o,Time,2.7GHz,2700.0,6x,6.0,210,911.6,873.7974999999999,959.52,True
h2o,EDP,400MHz,400.0,1x,1.0,35,898.5004117935999,786.9669241756076,1027.0881290110326,False
h2o,EDP,400MHz,400.0,2x,2.0,70,78.2116192571,60.029516986125,97.26176175403002,False
h2o,EDP,400MHz,400.0,3x,3.0,105,60.65353398770001,58.62553759986751,63.010202096407504,False
h2o,EDP,400MHz,400.0,4x,4.0,140,59.4184098293,57.47897445572,61.94237602616499,False
h2o,EDP,400MHz,400.0,5x,5.0,175,62.7956577818,55.9067265515,75.34491124689,False
h2o,EDP,400MHz,400.0,6x,6.0,210,62.9438092675,56.209416906662504,72.24795552222251,False
h2o,EDP,800MHz,800.0,1x,1.0,35,323.916109013,272.83076242084746,386.1837996823125,False
h2o,EDP,800MHz,800.0,2x,2.0,70,25.68424964659999,21.310528827047506,30.319179609610007,False
h2o,EDP,800MHz,800.0,3x,3.0,105,21.8627184146,17.5470975463975,26.592638188462494,False
h2o,EDP,800MHz,800.0,4x,4.0,140,18.8723829004,16.642692250055003,21.902773786757503,False
h2o,EDP,800MHz,800.0,5x,5.0,175,20.5930459813,16.911094942897503,25.43935302536001,False
h2o,EDP,800MHz,800.0,6x,6.0,210,19.9240505985,16.4041838262675,24.557643390752496,False
h2o,EDP,1.2GHz,1200.0,1x,1.0,35,206.1931683163,178.80157993477252,232.54745961264,False
h2o,EDP,1.2GHz,1200.0,2x,2.0,70,10.210704015,9.0255590406825,11.74609711158,False
h2o,EDP,1.2GHz,1200.0,3x,3.0,105,10.1285661078,8.6695302599025,11.868048855335,False
h2o,EDP,1.2GHz,1200.0,4x,4.0,140,12.2196179158,8.954334379525,16.52415715437,False
h2o,EDP,1.2GHz,1200.0,5x,5.0,175,12.4247722823,9.9912394993375,14.996876192805,False
h2o,EDP,1.2GHz,1200.0,6x,6.0,210,11.7918215914,8.914045018405002,15.93703226126,False
h2o,EDP,1.6GHz,1600.0,1x,1.0,35,127.4623161384,119.5518881908225,135.24680099975248,False
h2o,EDP,1.6GHz,1600.0,2x,2.0,70,7.0171808245000005,6.3175579208325,8.10825777248,False
h2o,EDP,1.6GHz,1600.0,3x,3.0,105,6.997119173499999,5.927855726692501,8.380764850329998,False
h2o,EDP,1.6GHz,1600.0,4x,4.0,140,6.3585432993,5.957279895280001,6.7852436293075,False
h2o,EDP,1.6GHz,1600.0,5x,5.0,175,7.491375502,6.0633824170275,9.001518916174998,False
h2o,EDP,1.6GHz,1600.0,6x,6.0,210,9.010325052000002,6.235213233885002,12.841495784977502,False
h2o,EDP,2.0GHz,2000.0,1x,1.0,35,98.5737126941,85.44217587608,113.20589613412749,False
h2o,EDP,2.0GHz,2000.0,2x,2.0,70,5.6442371721,5.1628948458075,6.2679994338275,False
h2o,EDP,2.0GHz,2000.0,3x,3.0,105,6.4772929843,5.222956650154999,7.954124399977499,False
h2o,EDP,2.0GHz,2000.0,4x,4.0,140,6.8285009894,5.65024030795,8.0440364342,False
h2o,EDP,2.0GHz,2000.0,5x,5.0,175,5.4630180102,4.8116613616625,6.47194032428,False
h2o,EDP,2.0GHz,2000.0,6x,6.0,210,5.7536218359,5.062064118840001,6.71706990808,False
h2o,EDP,2.4GHz,2400.0,1x,1.0,35,85.9006644662,81.495118514495,90.657230076165,False
h2o,EDP,2.4GHz,2400.0,2x,2.0,70,6.1626968901,5.1443166537675,7.341906837529999,False
h2o,EDP,2.4GHz,2400.0,3x,3.0,105,5.3073175215,4.58577655499,6.36283459445,False
h2o,EDP,2.4GHz,2400.0,4x,4.0,140,5.4370363482999995,4.5982058854275,6.4457334267825,False
h2o,EDP,2.4GHz,2400.0,5x,5.0,175,5.456330938900001,4.905769933249999,6.277712843295,False
h2o,EDP,2.4GHz,2400.0,6x,6.0,210,5.744051547700001,4.7266919469475015,6.8809654345975,False
h2o,EDP,2.7GHz,2700.0,1x,1.0,35,86.2234193867,78.79187379171002,94.439022969125,False
h2o,EDP,2.7GHz,2700.0,2x,2.0,70,5.191023572000001,4.610042501475,5.9594576634,False
h2o,EDP,2.7GHz,2700.0,3x,3.0,105,5.698977921500001,4.757285064635,6.694257383232499,False
h2o,EDP,2.7GHz,2700.0,4x,4.0,140,4.3485752344,4.195099501940001,4.4784641916400005,True
h2o,EDP,2.7GHz,2700.0,5x,5.0,175,4.5519301077,4.286662948685,4.829687669085,True
h2o,EDP,2.7GHz,2700.0,6x,6.0,210,4.8594971844999995,4.418932099415,5.3734617928325,True
h2o,EDP2,400MHz,400.0,1x,1.0,35,37635.59056151803,30798.00459302471,45172.88703556439,False
h2o,EDP2,400MHz,400.0,2x,2.0,70,996.7808627605144,648.0975031696314,1368.9940765324225,False
h2o,EDP2,400MHz,400.0,3x,3.0,105,649.985202299589,615.4740855458876,691.6115934827309,False
h2o,EDP2,400MHz,400.0,4x,4.0,140,629.8579871080204,597.1811938114002,666.6521429827434,False
h2o,EDP2,400MHz,400.0,5x,5.0,175,702.7462286641024,575.5565274368357,939.6438163793292,False
h2o,EDP2,400MHz,400.0,6x,6.0,210,698.5389327136899,584.0764442877859,875.8885458174835,False
h2o,EDP2,800MHz,800.0,1x,1.0,35,8935.408493850953,6603.448030358392,11856.66864264494,False
h2o,EDP2,800MHz,800.0,2x,2.0,70,199.4608087130403,148.28983194341413,252.14148840649707,False
h2o,EDP2,800MHz,800.0,3x,3.0,105,157.772314880092,110.14263849401068,214.28366096403735,False
h2o,EDP2,800MHz,800.0,4x,4.0,140,123.89494193896635,101.00552599037502,157.6709166064412,False
h2o,EDP2,800MHz,800.0,5x,5.0,175,144.45124648864964,103.6887909624711,197.6986310887191,False
h2o,EDP2,800MHz,800.0,6x,6.0,210,136.6992672114279,99.08894558776454,187.25147410648208,False
h2o,EDP2,1.2GHz,1200.0,1x,1.0,35,4876.442966966166,3951.7667803466393,5791.164576110748,False
h2o,EDP2,1.2GHz,1200.0,2x,2.0,70,54.012527705323166,43.920123991067875,67.56136126235886,False
h2o,EDP2,1.2GHz,1200.0,3x,3.0,105,53.79210864106737,41.55516539293125,70.8222836353629,False
h2o,EDP2,1.2GHz,1200.0,4x,4.0,140,75.41634330844309,47.55886954672197,120.37941058863568,False
h2o,EDP2,1.2GHz,1200.0,5x,5.0,175,73.98157534950272,52.83676649783692,96.02122560131232,False
h2o,EDP2,1.2GHz,1200.0,6x,6.0,210,71.20353368122296,41.74621537713993,108.82564318895922,False
h2o,EDP2,1.6GHz,1600.0,1x,1.0,35,2538.5309700863263,2298.7610532559165,2779.549306310786,False
h2o,EDP2,1.6GHz,1600.0,2x,2.0,70,33.18138859741895,27.81988561866989,41.787212798000375,False
h2o,EDP2,1.6GHz,1600.0,3x,3.0,105,33.463369844334665,25.177495615710068,44.2979769996238,False
h2o,EDP2,1.6GHz,1600.0,4x,4.0,140,28.256589824684543,25.352386005144087,30.979028339480845,False
h2o,EDP2,1.6GHz,1600.0,5x,5.0,175,37.097670056920194,27.410325400717575,48.615340425000014,False
h2o,EDP2,1.6GHz,1600.0,6x,6.0,210,52.71619341209795,27.887093402077284,85.97766276482218,False
h2o,EDP2,2.0GHz,2000.0,1x,1.0,35,1966.221220139514,1554.489535176734,2389.809674231083,False
h2o,EDP2,2.0GHz,2000.0,2x,2.0,70,26.67774691605631,23.225866903222244,31.653600502176623,False
h2o,EDP2,2.0GHz,2000.0,3x,3.0,105,33.87816030667591,23.69241524186156,45.16848948068125,False
h2o,EDP2,2.0GHz,2000.0,4x,4.0,140,36.25048732800069,27.24440985141715,46.877525831282554,False
h2o,EDP2,2.0GHz,2000.0,5x,5.0,175,25.824553767461396,20.857768329618843,34.0855909523292,True
h2o,EDP2,2.0GHz,2000.0,6x,6.0,210,27.850774345419904,22.32111809900957,35.79139664468172,True
h2o,EDP2,2.4GHz,2400.0,1x,1.0,35,1760.0618802100694,1617.7042214194155,1926.7986452356788,False
h2o,EDP2,2.4GHz,2400.0,2x,2.0,70,34.7872384313835,25.41379940641157,45.82249719911968,False
h2o,EDP2,2.4GHz,2400.0,3x,3.0,105,27.705989890829557,21.77653557769015,37.01443554975384,True
h2o,EDP2,2.4GHz,2400.0,4x,4.0,140,28.813924503140043,22.07520583513585,37.19106917860453,True
h2o,EDP2,2.4GHz,2400.0,5x,5.0,175,28.571693306056577,23.979813983372047,37.32375116572491,False
h2o,EDP2,2.4GHz,2400.0,6x,6.0,210,31.444640086317907,22.875938098963346,40.528617587755114,False
h2o,EDP2,2.7GHz,2700.0,1x,1.0,35,1935.598688672702,1695.0498840144635,2222.905051336534,False
h2o,EDP2,2.7GHz,2700.0,2x,2.0,70,28.87063304108263,23.910926395204793,35.282650503134235,False
h2o,EDP2,2.7GHz,2700.0,3x,3.0,105,33.73083940806234,24.89432605937296,43.01762335423027,False
h2o,EDP2,2.7GHz,2700.0,4x,4.0,140,21.80947836956356,20.596636519894993,22.772213795037644,True
h2o,EDP2,2.7GHz,2700.0,5x,5.0,175,23.420982612855795,21.463192101701267,25.82605524439901,True
h2o,EDP2,2.7GHz,2700.0,6x,6.0,210,26.08299926979705,22.64073429369528,30.928431715662995,True
jme,Energy,400MHz,400.0,1x,1.0,29,13.9176941,13.4444530975,14.3938440525,False
jme,Energy,400MHz,400.0,2x,2.0,58,4.8507629,4.1662965825,5.5029449050000006,False
jme,Energy,400MHz,400.0,3x,3.0,87,5.3733581,4.953473942500001,5.7355225574999995,False
jme,Energy,400MHz,400.0,4x,4.0,116,5.2291261,4.4449447724999995,5.8069644475,False
jme,Energy,400MHz,400.0,5x,5.0,145,4.7813965000000005,4.30291103,5.224063665,False
jme,Energy,400MHz,400.0,6x,6.0,174,4.681299,3.95642823,5.399704355,False
jme,Energy,800MHz,800.0,1x,1.0,29,8.4068605,8.235878659999997,8.59288937,False
jme,Energy,800MHz,800.0,2x,2.0,58,3.0696532000000003,2.5806266649999996,3.5367734125,False
jme,Energy,800MHz,800.0,3x,3.0,87,3.2163939,2.8653403850000005,3.4775825625000003,False
jme,Energy,800MHz,800.0,4x,4.0,116,2.7217711,2.2944112,3.1724625975,False
jme,Energy,800MHz,800.0,5x,5.0,145,2.6842161000000004,2.2989711175000003,3.109208475,False
jme,Energy,800MHz,800.0,6x,6.0,174,2.9112367000000003,2.4824665724999995,3.2913117874999993,False
jme,Energy,1.2GHz,1200.0,1x,1.0,29,6.7211488,6.6039298725,6.860163632500001,False
jme,Energy,1.2GHz,1200.0,2x,2.0,58,2.3677916999999997,2.1148156874999997,2.683108575,False
jme,Energy,1.2GHz,1200.0,3x,3.0,87,2.0947814,1.84729706,2.34688421,True
jme,Energy,1.2GHz,1200.0,4x,4.0,116,2.1032775,1.8309673475,2.35872253,True
jme,Energy,1.2GHz,1200.0,5x,5.0,145,2.1605896,1.8459474,2.4739798275,True
jme,Energy,1.2GHz,1200.0,6x,6.0,174,2.014551,1.6978339649999998,2.3488850675,True
jme,Energy,1.6GHz,1600.0,1x,1.0,29,6.1671692,6.01750835,6.3112321675,False
jme,Energy,1.6GHz,1600.0,2x,2.0,58,2.0580627,1.7931196225000006,2.30369059,True
jme,Energy,1.6GHz,1600.0,3x,3.0,87,1.9338074,1.6765176425,2.19811904,True
jme,Energy,1.6GHz,1600.0,4x,4.0,116,1.9555969,1.7114796575,2.2027332575,True
jme,Energy,1.6GHz,1600.0,5x,5.0,145,1.7734192999999998,1.5031925075,2.0401350775000004,True
jme,Energy,1.6GHz,1600.0,6x,6.0,174,1.6657166,1.4290758075,1.9271178424999995,True
jme,Energy,2.0GHz,2000.0,1x,1.0,29,6.5703002999999995,6.424005997500001,6.720518424999999,False
jme,Energy,2.0GHz,2000.0,2x,2.0,58,2.0514585999999997,1.8401268175,2.29577755,True
jme,Energy,2.0GHz,2000.0,3x,3.0,87,1.9250672,1.6608668299999998,2.1912341174999996,True
jme,Energy,2.0GHz,2000.0,4x,4.0,116,2.0007019,1.78693443,2.2648358350000004,True
jme,Energy,2.0GHz,2000.0,5x,5.0,145,1.9412603,1.6518487875,2.2399853299999997,True
jme,Energy,2.0GHz,2000.0,6x,6.0,174,1.7577269999999998,1.5852732575,1.9391245325,True
jme,Energy,2.4GHz,2400.0,1x,1.0,29,7.3254698,7.1449528175,7.498732692499999,False
jme,Energy,2.4GHz,2400.0,2x,2.0,58,2.0874571,1.8481964000000004,2.354885675,True
jme,Energy,2.4GHz,2400.0,3x,3.0,87,2.3387328000000003,2.1488211375,2.5386131949999995,False
jme,Energy,2.4GHz,2400.0,4x,4.0,116,2.0207031,1.7151319425,2.39116797,True
jme,Energy,2.4GHz,2400.0,5x,5.0,145,2.0287474,1.7586506225,2.36070131,True
jme,Energy,2.4GHz,2400.0,6x,6.0,174,1.9232543,1.74918103,2.0886072075,True
jme,Energy,2.7GHz,2700.0,1x,1.0,29,7.388256899999999,7.251433737499999,7.5449230225,False
jme,Energy,2.7GHz,2700.0,2x,2.0,58,2.4030822,2.1045643574999997,2.72177331,False
jme,Energy,2.7GHz,2700.0,3x,3.0,87,2.3451904,1.97242074,2.7478503749999996,False
jme,Energy,2.7GHz,2700.0,4x,4.0,116,2.300598,2.0511326050000003,2.6153728875,False
jme,Energy,2.7GHz,2700.0,5x,5.0,145,2.2718689999999997,2.0380907149999996,2.50772313,False
jme,Energy,2.7GHz,2700.0,6x,6.0,174,2.2028503,1.8688601875,2.5894532625,True
jme,Time,400MHz,400.0,1x,1.0,29,7847.0,7579.257500000001,8127.9175,False
jme,Time,400MHz,400.0,2x,2.0,58,2736.5,2371.6000000000004,3104.2574999999997,False
jme,Time,400MHz,400.0,3x,3.0,87,3009.0,2800.9375,3203.5074999999997,False
jme,Time,400MHz,400.0,4x,4.0,116,2943.4,2569.3675000000003,3271.5449999999996,False
jme,Time,400MHz,400.0,5x,5.0,145,2703.5,2417.1,2960.7,False
jme,Time,400MHz,400.0,6x,6.0,174,2634.6,2219.7975,3033.64,False
jme,Time,800MHz,800.0,1x,1.0,29,4086.2,3990.6925,4179.9225,False
jme,Time,800MHz,800.0,2x,2.0,58,1494.8,1283.6625,1721.7125,False
jme,Time,800MHz,800.0,3x,3.0,87,1571.0,1401.5749999999998,1695.9075000000005,False
jme,Time,800MHz,800.0,4x,4.0,116,1336.3,1133.58,1550.2524999999998,False
jme,Time,800MHz,800.0,5x,5.0,145,1322.7,1132.4525,1517.9550000000002,False
jme,Time,800MHz,800.0,6x,6.0,174,1426.1,1207.37,1617.255,False
jme,Time,1.2GHz,1200.0,1x,1.0,29,2766.6,2719.695,2815.9025,False
jme,Time,1.2GHz,1200.0,2x,2.0,58,989.7,878.395,1113.3375,False
jme,Time,1.2GHz,1200.0,3x,3.0,87,890.0,795.1700000000001,991.705,False
jme,Time,1.2GHz,1200.0,4x,4.0,116,887.2,783.0975,987.8125,False
jme,Time,1.2GHz,1200.0,5x,5.0,145,910.9,780.2825,1032.7025,False
jme,Time,1.2GHz,1200.0,6x,6.0,174,858.3,736.0975,981.915,False
jme,Time,1.6GHz,1600.0,1x,1.0,29,2166.5,2118.865,2217.9075,False
jme,Time,1.6GHz,1600.0,2x,2.0,58,759.1,670.48,841.7025,False
jme,Time,1.6GHz,1600.0,3x,3.0,87,712.7,622.4949999999999,803.54,False
jme,Time,1.6GHz,1600.0,4x,4.0,116,721.2,637.6975,800.405,False
jme,Time,1.6GHz,1600.0,5x,5.0,145,666.3,586.9875,752.3075,False
jme,Time,1.6GHz,1600.0,6x,6.0,174,627.2,552.2875,715.9100000000001,False
jme,Time,2.0GHz,2000.0,1x,1.0,29,1816.1,1774.3975,1854.7,False
jme,Time,2.0GHz,2000.0,2x,2.0,58,610.1,554.4975,666.1025,False
jme,Time,2.0GHz,2000.0,3x,3.0,87,570.3,507.795,628.0374999999999,True
jme,Time,2.0GHz,2000.0,4x,4.0,116,585.6,528.78,641.8149999999999,False
jme,Time,2.0GHz,2000.0,5x,5.0,145,571.7,508.88,640.0125,True
jme,Time,2.0GHz,2000.0,6x,6.0,174,536.2,491.99,583.9000000000001,True
jme,Time,2.4GHz,2400.0,1x,1.0,29,1603.8,1565.1925,1643.405,False
jme,Time,2.4GHz,2400.0,2x,2.0,58,507.2,460.7875,555.51,True
jme,Time,2.4GHz,2400.0,3x,3.0,87,546.3,507.2975,594.9000000000001,True
jme,Time,2.4GHz,2400.0,4x,4.0,116,489.0,436.685,541.215,True
jme,Time,2.4GHz,2400.0,5x,5.0,145,489.2,442.895,548.62,True
jme,Time,2.4GHz,2400.0,6x,6.0,174,475.8,442.0925,513.62,True
jme,Time,2.7GHz,2700.0,1x,1.0,29,1375.9,1358.1975,1395.3024999999998,False
jme,Time,2.7GHz,2700.0,2x,2.0,58,489.0,444.1,539.0,True
jme,Time,2.7GHz,2700.0,3x,3.0,87,470.9,419.295,525.3025,True
jme,Time,2.7GHz,2700.0,4x,4.0,116,471.8,430.2,510.2075,True
jme,Time,2.7GHz,2700.0,5x,5.0,145,472.0,437.3875,506.4,True
jme,Time,2.7GHz,2700.0,6x,6.0,174,455.7,404.2975,514.8149999999999,True
jme,EDP,400MHz,400.0,1x,1.0,29,109.55540583759998,101.74276914349753,117.4047463677,False
jme,EDP,400MHz,400.0,2x,2.0,58,13.9547630751,10.398927029390002,17.633405749244993,False
jme,EDP,400MHz,400.0,3x,3.0,87,16.3819784783,14.296039804245,18.5099841579125,False
jme,EDP,400MHz,400.0,4x,4.0,116,15.984281276,12.536928102505,19.292503620865,False
jme,EDP,400MHz,400.0,5x,5.0,145,13.249964182,10.616707611710003,15.59042422294,False
jme,EDP,400MHz,400.0,6x,6.0,174,13.105473665100002,9.437792573279998,16.677676457792497,False
jme,EDP,800MHz,800.0,1x,1.0,29,34.3964345461,32.8647594259375,35.92943722149501,False
jme,EDP,800MHz,800.0,2x,2.0,58,4.868363173499999,3.5116563175,6.1125166904974995,False
jme,EDP,800MHz,800.0,3x,3.0,87,5.171537559000001,4.246777692825,5.9172850537325,False
jme,EDP,800MHz,800.0,4x,4.0,116,3.8903430743,2.7698735935000003,5.1624596976724995,False
jme,EDP,800MHz,800.0,5x,5.0,145,3.7605279025,2.845521825607499,4.886797187822501,False
jme,EDP,800MHz,800.0,6x,6.0,174,4.3621824101,3.3295096391400003,5.45620364744,False
jme,EDP,1.2GHz,1200.0,1x,1.0,29,18.6110575568,17.9450165463425,19.41668512414,False
jme,EDP,1.2GHz,1200.0,2x,2.0,58,2.4357398659999996,1.8930066870175,3.0788424411624997,False
jme,EDP,1.2GHz,1200.0,3x,3.0,87,1.9341812406,1.49871097055,2.3927644927174994,False
jme,EDP,1.2GHz,1200.0,4x,4.0,116,1.9421661505000003,1.5261854396875,2.4056284606175007,False
jme,EDP,1.2GHz,1200.0,5x,5.0,145,2.0773771093,1.5177196636,2.6195416142249996,False
jme,EDP,1.2GHz,1200.0,6x,6.0,174,1.8311971942,1.3274366434275,2.3896121435649995,False
jme,EDP,1.6GHz,1600.0,1x,1.0,29,13.3806065107,12.810264019629996,14.00111343003,False
jme,EDP,1.6GHz,1600.0,2x,2.0,58,1.6188939827,1.2583430978875,1.9535637904775,False
jme,EDP,1.6GHz,1600.0,3x,3.0,87,1.4433198092,1.0677816845,1.8481471331074997,True
jme,EDP,1.6GHz,1600.0,4x,4.0,116,1.4635360999,1.1145116126175,1.7636628348125003,False
jme,EDP,1.6GHz,1600.0,5x,5.0,145,1.2423087,0.8920607923674998,1.6129963189174998,True
jme,EDP,1.6GHz,1600.0,6x,6.0,174,1.0978283204,0.8146868198375,1.4388720480925,True
jme,EDP,2.0GHz,2000.0,1x,1.0,29,11.948705490300002,11.383894413285,12.4747562424975,False
jme,EDP,2.0GHz,2000.0,2x,2.0,58,1.2845812777,1.0312241731724998,1.558721350225,True
jme,EDP,2.0GHz,2000.0,3x,3.0,87,1.1417305742,0.8687770476925002,1.4294036199025004,True
jme,EDP,2.0GHz,2000.0,4x,4.0,116,1.2051011517,0.9744598479325004,1.451117646325,True
jme,EDP,2.0GHz,2000.0,5x,5.0,145,1.1640820055,0.864541664225,1.5040857105099998,True
jme,EDP,2.0GHz,2000.0,6x,6.0,174,0.9637053228,0.7892709290575,1.1393818707525,True
jme,EDP,2.4GHz,2400.0,1x,1.0,29,11.7670016346,11.12745499271,12.353204890314998,False
jme,EDP,2.4GHz,2400.0,2x,2.0,58,1.0913260264,0.86332946833,1.353846578075,True
jme,EDP,2.4GHz,2400.0,3x,3.0,87,1.2977050976000002,1.0995261349224998,1.513852211765,False
jme,EDP,2.4GHz,2400.0,4x,4.0,116,1.0362949388000002,0.7463045795225,1.3662982236625,True
jme,EDP,2.4GHz,2400.0,5x,5.0,145,1.0333222826,0.7932017873550001,1.3569893865399996,True
jme,EDP,2.4GHz,2400.0,6x,6.0,174,0.9304508436,0.78783862599,1.0895528853875,True
jme,EDP,2.7GHz,2700.0,1x,1.0,29,10.1727777292,9.8693830308175,10.548443222199998,False
jme,EDP,2.7GHz,2700.0,2x,2.0,58,1.2126100460000002,0.9749256293425,1.5127415167850002,True
jme,EDP,2.7GHz,2700.0,3x,3.0,87,1.1569371631999998,0.8625648565125,1.4909867706524995,True
jme,EDP,2.7GHz,2700.0,4x,4.0,116,1.1137453949,0.8807563560375002,1.36601697382,True
jme,EDP,2.7GHz,2700.0,5x,5.0,145,1.0927527543000002,0.9006438816574999,1.2701736553575,True
jme,EDP,2.7GHz,2700.0,6x,6.0,174,1.0530686032,0.8029218301225002,1.3757125419549998,True
jme,EDP2,400MHz,400.0,1x,1.0,29,1534.4947815785022,1373.3907277241278,1688.4896606306377,False
jme,EDP2,400MHz,400.0,2x,2.0,58,74.23541981135352,46.39991760407685,102.40805022721078,False
jme,EDP2,400MHz,400.0,3x,3.0,87,90.26276588778268,73.3587624479843,107.03935995492364,False
jme,EDP2,400MHz,400.0,4x,4.0,116,89.18632401527381,63.21809858676092,111.7642915352484,False
jme,EDP2,400MHz,400.0,5x,5.0,145,66.39273682874396,49.044909666450785,84.47008781263956,False
jme,EDP2,400MHz,400.0,6x,6.0,174,68.39735515998322,43.140431284120545,94.3598942808061,False
jme,EDP2,800MHz,800.0,1x,1.0,29,289.8971789535592,271.43848823785277,310.69364682509524,False
jme,EDP2,800MHz,800.0,2x,2.0,58,16.607669857062213,10.51920476636204,22.415209498338257,False
jme,EDP2,800MHz,800.0,3x,3.0,87,17.323780176017245,13.294832155150198,20.88682934706202,False
jme,EDP2,800MHz,800.0,4x,4.0,116,11.998926688977289,6.683155515215654,17.219186653607217,False
jme,EDP2,800MHz,800.0,5x,5.0,145,11.2492948273832,6.966588454116718,15.861840363828714,False
jme,EDP2,800MHz,800.0,6x,6.0,174,13.872832890881758,8.865474650335607,18.573970516735997,False
jme,EDP2,1.2GHz,1200.0,1x,1.0,29,125.32395112573606,119.08299711298628,132.74865751363254,False
jme,EDP2,1.2GHz,1200.0,2x,2.0,58,6.245993249567574,4.087934610821838,8.82094797041962,False
jme,EDP2,1.2GHz,1200.0,3x,3.0,87,4.360955011300293,2.9613728207283816,5.917790377696641,False
jme,EDP2,1.2GHz,1200.0,4x,4.0,116,4.41805587239031,2.9006075964462417,5.768122571597045,False
jme,EDP2,1.2GHz,1200.0,5x,5.0,145,4.973955141331224,3.083247347141403,6.804188014073861,False
jme,EDP2,1.2GHz,1200.0,6x,6.0,174,4.128161037002131,2.5720281297544356,5.9136840107692015,False
jme,EDP2,1.6GHz,1600.0,1x,1.0,29,82.76089719195645,76.8819208762436,88.12276884006067,False
jme,EDP2,1.6GHz,1600.0,2x,2.0,58,3.5711711851230907,2.4158448395975913,4.680542879031891,False
jme,EDP2,1.6GHz,1600.0,3x,3.0,87,3.0667445636881645,1.8802762231577723,4.362954713175821,True
jme,EDP2,1.6GHz,1600.0,4x,4.0,116,3.076859796724892,2.1886898319311388,4.071787779575021,True
jme,EDP2,1.6GHz,1600.0,5x,5.0,145,2.4378741416337406,1.4879982916354415,3.5041444558114065,True
jme,EDP2,1.6GHz,1600.0,6x,6.0,174,2.0320854269871607,1.2695904304663053,2.9815818576534032,True
jme,EDP2,2.0GHz,2000.0,1x,1.0,29,78.73157908637218,73.4466898492873,84.807096996045,False
